formId,formTitle,state,name,title,type,list
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,XaySzm,Does the CL12 class licence cover your circumstances? ,RadiosField,dnSScQ
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,iyshUc,What is the other species?,TextField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,OpPiON,What species do you want to conserve?,MultilineTextField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,pZPBAb,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,KIqaOS,Is the species you need to conserve of recognised concern?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,yAlYyt,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,UKFUoY,Can you provide evidence that non-lethal alternatives were or would be ineffective alone in resolving the situation?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,qclnUs,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,FlhmvM,Do the wild birds pose a serious risk to public health and safety? ,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,HusevL,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,gRaPsR,Can you provide evidence that non-lethal alternatives were ineffective alone in resolving the situation?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,WUBXPe,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,ZqRgHO,Is the damage serious?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,fghRzW,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,HYPnzA,Can you provide evidence that non-lethal alternatives were ineffective alone in resolving the situation?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,CeCXOn,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,qGLdFU,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,duAPdn,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,EFyNke,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,SGiLHw,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,YZEfjo,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,hquMtx,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,AbJbLZ,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,njzpbt,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,lDtstI,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,EqmVCN,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,bMyAwr,,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,xCkjFc,Is the species you want to conserve vulnerable at the site where it exists?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,tMxIOm,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,lCMdcn,Can you provide evidence that the birds you want to control are having a negative impact on the species you're trying to conserve?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,SECEam,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,azPepW,Will the proposed activity be near or within a protected site?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,kUWhmk,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,kocHSF,Is the species a feature of a protected site in unfavourable condition?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,gcojGa,Name of the protected site,TextField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,sqstfM,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,ToCNSv,Can you provide evidence that shows that alternatives methods have been or would be ineffective?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,xunmZO,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,CRkSIc,Can you provide evidence that shows that alternatives methods have been or would be ineffective?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,UVvKfS,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,vOWPJl,Can you provide evidence of the risk to public health and safety?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,kZYxAa,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,INmvDF,Can you provide evidence that the damage is or likely to be serious?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,dVojBB,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,EsyVxA,Can you provide evidence of the risk of a disease being spread?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,SRXvYQ,Do you want to control the wild birds to prevent the spread of an infectious avian disease to other birds?',YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,qYKBwz,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,lNrJqT,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,NHysPc,Will the proposed activity be within 300 metres or more of a protected site? ,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,qgQsNf,What do you want to conserve?,RadiosField,gfCRRo
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,QXqhEw,Do you need to trap or realise birds from a food premises?,YesNoField,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,tHAbbf,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,XyIxIP,Does the CL03 class licence cover your circumstances?,RadiosField,dnSScQ
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,aKAYIl,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,OseDqZ,Html,Html,
667e6cca4682daf93da25878,Apply for a licence to control wild birds,draft,mnUPoo,Name of the protected site,TextField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,textField,Name,TextField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,MaTzaT,Email adress,EmailAddressField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,BdKgCe,Phone number,TelephoneNumberField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,wZLWPy,Address,UkAddressField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,dBfuID,Send certificate to same address,YesNoField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,AegFro,Address to send certificate,UkAddressField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,mjAccr,Unicorn insurance policy start date,DatePartsField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,aitzzV,Number of unicorns,RadiosField,IeFOkf
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,DyfjJC,Type of unicorn,CheckboxesField,fXiZrL
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,bClCvo,Where you keep the unicorn,MultilineTextField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,zhJMaM,Number of staff,NumberField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,draft,dLzALM,Documents,FileUploadField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,textField,Name,TextField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,MaTzaT,Email adress,EmailAddressField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,BdKgCe,Phone number,TelephoneNumberField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,wZLWPy,Address,UkAddressField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,dBfuID,Send certificate to same address,YesNoField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,AegFro,Address to send certificate,UkAddressField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,mjAccr,Unicorn insurance policy start date,DatePartsField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,aitzzV,Number of unicorns,RadiosField,IeFOkf
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,DyfjJC,Type of unicorn,CheckboxesField,fXiZrL
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,bClCvo,Where you keep the unicorn,MultilineTextField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,zhJMaM,Number of staff,NumberField,
667e8b3108138a41f4223a77,Register as a unicorn breeder,live,dLzALM,Documents,FileUploadField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,textField,Boat owner's name,TextField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,VvkqSs,Boat owner's address,UkAddressField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,bGZaCh,Boat owner's phone number,TelephoneNumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,ujLFRu,Boat owner's email address,EmailAddressField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,nUeZnV,Mooring start date,DatePartsField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,lVRiEx,,Html,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,KhOQWR,Mooring site,RadiosField,BHXYic
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,bMKNzY,Boat's registered name,TextField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,type_of_boat,Type of boat,RadiosField,BIfePu
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,JMCbae,Description of the boat,MultilineTextField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,flnLvL,Does the boat have multiple hulls,YesNoField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,upgvjI,,Html,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,SoCkIo,How long is the boat in metres?,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,yFEVyS,Beam of the boat,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,ObTkVN,Maximum draught of the boat,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,grgwEJ,Air draught of the boat,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,draft,tnCygi,Keel of boat,YesNoField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,textField,Boat owner's name,TextField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,VvkqSs,Boat owner's address,UkAddressField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,bGZaCh,Boat owner's phone number,TelephoneNumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,ujLFRu,Boat owner's email address,EmailAddressField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,nUeZnV,Mooring start date,DatePartsField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,lVRiEx,,Html,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,KhOQWR,Mooring site,RadiosField,BHXYic
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,bMKNzY,Boat's registered name,TextField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,type_of_boat,Type of boat,RadiosField,BIfePu
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,JMCbae,Description of the boat,MultilineTextField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,flnLvL,Does the boat have multiple hulls,YesNoField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,upgvjI,,Html,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,SoCkIo,How long is the boat in metres?,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,yFEVyS,Beam of the boat,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,ObTkVN,Maximum draught of the boat,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,grgwEJ,Air draught of the boat,NumberField,
6683dd5408138a41f4223a78,Apply for an annual mooring licence at Rye Harbour,live,tnCygi,Keel of boat,YesNoField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,textField,Boat owner's name,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,tqBsut,Boat owner's address,UkAddressField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,ZhyvQf,Boat owner's email address,EmailAddressField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,zlmXyr,Boat owner's phone number,TelephoneNumberField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,pzCarF,Boat registered name,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,zOKCBX,Type of boat,RadiosField,zZCJmu
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,LFiWon,When the boat will enter Rye Harbour,DatePartsField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,kRQwWs,Length of boat,NumberField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,OEAqmP,,Html,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,theoPm,Where is the boat going to be moored?,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,WqIeiY,Boat insurance,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,cjFAAt,Insurance company address,UkAddressField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,lspsjR,,Html,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,zzIrNa,When does the insurance policy expire?,DatePartsField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,draft,tMsgnG,Boat insured,YesNoField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,textField,Boat owner's name,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,tqBsut,Boat owner's address,UkAddressField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,ZhyvQf,Boat owner's email address,EmailAddressField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,zlmXyr,Boat owner's phone number,TelephoneNumberField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,pzCarF,Boat registered name,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,zOKCBX,Type of boat,RadiosField,zZCJmu
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,LFiWon,When the boat will enter Rye Harbour,DatePartsField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,kRQwWs,Length of boat,NumberField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,OEAqmP,,Html,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,theoPm,Where is the boat going to be moored?,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,WqIeiY,Boat insurance,TextField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,cjFAAt,Insurance company address,UkAddressField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,lspsjR,,Html,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,zzIrNa,When does the insurance policy expire?,DatePartsField,
6683dd834682daf93da25879,Register a boat at Rye Harbour,live,tMsgnG,Boat insured,YesNoField,
6683f2dd4682daf93da2587a,test form 3,draft,textField,This is your first field,TextField,
6683f2dd4682daf93da2587a,test form 3,draft,owfFnu,,Html,
6683f2dd4682daf93da2587a,test form 3,draft,JiRZdv,,Html,
6683f2dd4682daf93da2587a,test form 3,draft,Fvyrsi,Operations being carried out,CheckboxesField,iWWPSq
6683f2dd4682daf93da2587a,test form 3,draft,RHNurT,Operations being carried out,CheckboxesField,HnFRfs
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,JZrJgO,Owner or occupier's name,TextField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,nQtkjy,Owner or occupier's email address,EmailAddressField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,MOeGhs,Owner or occupier's phone number,TelephoneNumberField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,UzQkaG,Owner or occupier's address,UkAddressField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,laMRNc,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,XiQBkC,What's the names of the SSSIs?,MultilineTextField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,rlaQWg,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,XLNaja,You can use Defra Magic Maps  to find the coordinates for by following these instructions:,Details,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,SYTNcg,Eastings coordinates,NumberField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,vkyvjh,Northing coordinates,NumberField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,ZDrTNf,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,Dnryot,When are the operations going to start?,DatePartsField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,KOesPL,When are the operations going to finish?,DatePartsField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,mzpuTS,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,yaIZhX,Describe how you plan to carry out  the  proposed operations,MultilineTextField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,lruAEb,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,dRVHy,Upload your supporting documents,FileUploadField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,gfQccF,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,qnUssW,In what capacity are you submitting this notice ?,RadiosField,wCUaIE
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,nPEvvP,Applicant's name,TextField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,bCOJhb,What's your address?,UkAddressField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,LDBjur,What's your email address?,EmailAddressField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,ZcKrCv,What's your phone number?,TelephoneNumberField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,AzidSB,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,HWNFst,You can use Defra Magic Maps  to find the coordinates by following these instructions:,Details,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,iYWuLN,Eastings coordinates,NumberField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,tzmcmJ,Northings coordinates,NumberField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,NVYPdc,Html,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,EFBNfj,You can use Defra magic maps to create the map of your operations by following these instructions:,Details,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,XIwyEs,Upload the map of  your operations,FileUploadField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,rqKCKT,Html,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,QOfEXf,Is there anything that could delay the start of this work or may require you to make a change to the operational timings?,MultilineTextField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,powOIp,Are you applying for consent as part of a land management agreement or licence,RadiosField,NmfzIf
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,JpYiNK,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,XJZjZt,What's your Countryside Stewardship reference number?,TextField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,aNLWNi,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,FqmRMn,Upload your existing land management agreement and agreement map ,FileUploadField,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,YGkDFj,Are the planned activities going to be carried out over more than one SSSI?,RadiosField,IfeOoc
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,gVmvXU,,Html,
6684168c4682daf93da2587b,Apply for consent for a planned activity on a site of special scientific interest (SSSI),draft,MUKaqr,What's the SSSI's name?,TextField,
